,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
agricolture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,3.999094944472055e-05,0.0,0.0,0.0,0.0,0.0,0.0
astronomical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,7.657988014859722e-06,0.0,0.0,0.0
secured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,2.403163436776324e-05,0.0,0.0,0.0,0.0
allocate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
gazans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
payback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0956103934866801e-05,0.0,0.0,0.0
competes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,7.657988014859722e-06,0.0,0.0,1.647492963409209e-05
unity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3658542525396575e-05,9.687377444914686e-06,0.0,1.3111275929022171e-05,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,0.0,0.0
hazards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3658542525396575e-05,1.9374445749451647e-05,0.0,2.622198558177969e-05,0.0,0.0,0.0,0.0,0.0,4.9099687272287785e-05,0.0,0.0
grocery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,1.3859503819648362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,1.545487614038024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9419772590764352e-05
noo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,1.545487614038024e-05,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
allergic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467934863380577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,4.3477571218346316e-05,0.0,5.884258822293213e-05,0.0,0.0,3.153716466144993e-05,0.0,3.4370115667199015e-05,0.0,0.0,2.4648144361525008e-05
adding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.403163436776324e-05,9.026829798631203e-06,0.0,0.0,0.0
native,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,2.3271891075683887e-05,0.0,0.0,0.0,9.078708079162776e-06,1.7560786601765285e-05,0.0,8.457749774813718e-05,0.0,0.0
reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.859186427640873e-05,1.1418966342159458e-05,0.0,1.545487614038024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
errodes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,2.7017828854894447e-05,0.0,0.0,0.0,1.0540053677144466e-05,0.0,0.0,0.0,0.0,0.0
bogus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,8.344252749467355e-06,0.0,1.1293438378123595e-05,0.0,2.9222836801427503e-05,0.0,1.7560786601765285e-05,0.0,0.0,0.0,0.0
spouses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
terrorist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,3.159293703742169e-05,0.0,8.552369398256004e-06,0.0,2.2130062326712137e-05,0.0,1.3298548140410977e-05,2.497492939526525e-05,0.0,2.8636739143414977e-05,0.0
concern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,7.246839967425782e-06,0.0,9.808156951318443e-06,0.0,0.0,7.884701786492255e-06,1.5251241066880598e-05,0.0,7.345410181459204e-05,0.0,0.0
bullyfree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,8.344252749467355e-06,0.0,1.1293438378123595e-05,0.0,0.0,0.0,0.0,6.596231840014161e-06,0.0,1.890814854270337e-05,0.0
experimenting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,0.0,1.3111275929022171e-05,0.0,0.0,1.0540053677144466e-05,0.0,0.0,0.0,0.0,0.0
promises,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,6.3189906808271015e-06,0.0,8.552369398256004e-06,0.0,2.2130062326712137e-05,6.875183850326363e-06,0.0,9.990349773157302e-06,0.0,0.0,1.0746450978820823e-05
goodwill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,2.7017828854894447e-05,0.0,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,0.0,0.0
contemplation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,2.7017828854894447e-05,1.3111275929022171e-05,0.0,0.0,0.0,2.0387441889480194e-05,0.0,0.0,0.0,0.0
unwilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
lacks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.179898959941719e-05,7.246839967425782e-06,0.0,0.0,0.0,0.0,1.5769129812925625e-05,1.5251241066880598e-05,0.0,0.0,1.6421401734029825e-05,1.2324406601452229e-05
attire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.179898959941719e-05,7.246839967425782e-06,0.0,1.9615890288145696e-05,5.5057183874944965e-05,0.0,0.0,1.5251241066880598e-05,5.728713878624123e-06,0.0,0.0,0.0
thinso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,2.3271891075683887e-05,1.1293438378123595e-05,0.0,2.9222836801427503e-05,0.0,0.0,6.596231840014161e-06,0.0,0.0,0.0
extortion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,1.8757995118083967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hindi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5772566557555577e-05,0.0,0.0,0.0,0.0,6.7849534457459e-05,0.0,0.0,1.5315782843760246e-05,0.0,0.0,1.647492963409209e-05
inadequacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,8.675452092057251e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.9419772590764352e-05
diabetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.859186427640873e-05,0.0,0.0,1.545487614038024e-05,0.0,0.0,0.0,2.403163436776324e-05,0.0,0.0,0.0,0.0
unjustifiable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,7.657988014859722e-06,0.0,0.0,1.647492963409209e-05
absorb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9419772590764352e-05
determined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4899042620883764e-06,0.0,1.5381883317052502e-05,1.4928791085568673e-05,4.190160037372904e-05,3.862833049043847e-05,0.0,0.0,4.3598720948526405e-06,0.0,1.2497606390451562e-05,9.379563644779963e-06
quotplay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,2.7017828854894447e-05,0.0,0.0,3.3926662890771436e-05,0.0,0.0,0.0,4.9099687272287785e-05,0.0,0.0
oppressed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,7.657988014859722e-06,0.0,2.1951680661803248e-05,0.0
artic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,2.7017828854894447e-05,0.0,0.0,0.0,1.0540053677144466e-05,0.0,0.0,4.9099687272287785e-05,0.0,0.0
worsens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2565441234547117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0956103934866801e-05,0.0,0.0,0.0
transplanting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
somewhat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,2.5875476005381506e-05,0.0
fraternal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,1.9419772590764352e-05
therapies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,2.0387441889480194e-05,0.0,0.0,0.0,1.647492963409209e-05
invariably,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,6.3189906808271015e-06,0.0,8.552369398256004e-06,0.0,2.2130062326712137e-05,6.875183850326363e-06,0.0,4.995237893325461e-06,3.2027292016786284e-05,0.0,0.0
til,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,9.026829798631203e-06,0.0,0.0,0.0
disregarding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.024577158919667e-05,0.0,0.0
stabilizing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,0.0,0.0,2.1951680661803248e-05,0.0
restitution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,8.344252749467355e-06,0.0,0.0,0.0,0.0,9.078708079162776e-06,0.0,6.596231840014161e-06,0.0,0.0,1.4190731978624252e-05
divorces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,3.999094944472055e-05,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
hopelessness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
impure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,1.1293438378123595e-05,0.0,0.0,0.0,0.0,6.596231840014161e-06,0.0,1.890814854270337e-05,1.4190731978624252e-05
imbalance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,2.5274752877525923e-05,3.5245413489662336e-05,0.0,4.8007936339450354e-05,4.4257651606235786e-05,0.0,0.0,1.998019551777026e-05,9.606633929618029e-05,0.0,0.0
transplants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.788743417279236e-05,0.0,0.0,0.0,0.0,0.0,2.4847680283866448e-05,0.0,9.026829798631203e-06,0.0,0.0,0.0
quack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,1.9419772590764352e-05
appointed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,2.5875476005381506e-05,0.0
mismatched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,2.403163436776324e-05,0.0,0.0,0.0,0.0
sicker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.9167835190362836e-05,0.0,0.0,0.0,0.0
settled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
bannabis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,1.3859503819648362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rolemodel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,2.10797413993304e-05,2.0387441889480194e-05,7.657988014859722e-06,0.0,0.0,0.0
employer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,0.0,0.0,0.0,0.00011010102217126379,0.0,7.884701786492255e-06,1.5251241066880598e-05,5.728713878624123e-06,0.0,0.0,1.2324406601452229e-05
authorities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,1.44934486760968e-05,0.0,9.808156951318443e-06,0.0,0.0,7.884701786492255e-06,0.0,1.7185708093091336e-05,0.0,0.0,3.697121335270915e-05
downward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0956103934866801e-05,0.0,0.0,0.0
fading,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0956103934866801e-05,0.0,0.0,0.0
condoms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5875476005381506e-05,0.0
disgraceful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,0.0,6.33946740912551e-05,0.0,0.0,0.0,6.596231840014161e-06,0.0,1.890814854270337e-05,1.4190731978624252e-05
essentials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,7.657988014859722e-06,0.0,0.0,0.0
nonavailability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467934863380577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
engages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,0.0,1.3111275929022171e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.1951680661803248e-05,0.0
transplanted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,2.403163436776324e-05,0.0,0.0,0.0,0.0
lenders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5772566557555577e-05,0.0,0.0,2.622198558177969e-05,0.0,0.0,0.0,0.0,1.5315782843760246e-05,0.0,4.390177401519961e-05,0.0
structural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
intentional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,2.403163436776324e-05,0.0,0.0,0.0,0.0
sake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,1.545487614038024e-05,0.0,3.999094944472055e-05,0.0,0.0,0.0,0.0,0.0,0.0
crumble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,1.545487614038024e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regulating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,0.0,0.0,2.1951680661803248e-05,0.0
pageant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,1.1293438378123595e-05,6.33946740912551e-05,0.0,0.0,0.0,1.3192297278700371e-05,0.0,0.0,1.4190731978624252e-05
fattening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467934863380577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ties,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3585749353983083e-05,0.0,2.3271891075683887e-05,1.1293438378123595e-05,0.0,0.0,9.078708079162776e-06,0.0,0.0,0.0,1.890814854270337e-05,0.0
closure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0378359327741593e-05,2.5031959428313297e-05,0.0,2.258638899242203e-05,0.0,0.0,1.815710094188165e-05,0.0,2.638392898566953e-05,0.0,0.0,0.0
cheaply,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
tissue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,2.0387441889480194e-05,7.657988014859722e-06,0.0,0.0,0.0
quothequot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,0.0,6.33946740912551e-05,0.0,9.078708079162776e-06,0.0,6.596231840014161e-06,0.0,1.890814854270337e-05,0.0
infront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,1.8757995118083967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
auserity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,1.8757995118083967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bigger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011574285068866062,0.0,0.0
temper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
sharks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,1.1293438378123595e-05,0.0,0.0,9.078708079162776e-06,1.7560786601765285e-05,6.596231840014161e-06,0.0,0.0,0.0
skipping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,2.0387441889480194e-05,0.0,0.0,0.0,1.647492963409209e-05
wrongfully,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,0.0,0.0,8.552369398256004e-06,0.0,0.0,6.875183850326363e-06,1.3298548140410977e-05,9.990349773157302e-06,0.0,1.4318887265329305e-05,1.0746450978820823e-05
associated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3585749353983083e-05,8.344252749467355e-06,0.0,0.0,0.0,0.0,9.078708079162776e-06,1.7560786601765285e-05,0.0,0.0,0.0,2.8380693831021827e-05
specifically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,6.3189906808271015e-06,0.0,8.552369398256004e-06,0.0,0.0,6.875183850326363e-06,1.3298548140410977e-05,4.995237893325461e-06,3.2027292016786284e-05,0.0,0.0
observable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
segment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
ghost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,7.246839967425782e-06,0.0,0.0,5.5057183874944965e-05,0.0,7.884701786492255e-06,1.5251241066880598e-05,0.0,0.0,0.0,1.2324406601452229e-05
unintended,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,8.344252749467355e-06,0.0,0.0,0.0,0.0,0.0,1.7560786601765285e-05,6.596231840014161e-06,4.2292168633817774e-05,0.0,0.0
retaliate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
shooting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,0.0,1.3111275929022171e-05,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,0.0,0.0
blame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,0.0,0.0,0.0,5.5057183874944965e-05,0.0,2.365328409820874e-05,1.5251241066880598e-05,0.0,0.0,1.6421401734029825e-05,2.4648144361525008e-05
paranoia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3570295623404214e-05
crutches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
religiously,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,3.865377439273639e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bowls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
aimed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,8.344252749467355e-06,0.0,0.0,0.0,0.0,9.078708079162776e-06,1.7560786601765285e-05,6.596231840014161e-06,0.0,0.0,0.0
unites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0288305752165997e-05,6.3189906808271015e-06,1.7623490952123536e-05,8.552369398256004e-06,0.0,0.0,6.875183850326363e-06,0.0,4.995237893325461e-06,0.0,1.4318887265329305e-05,0.0
absent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,2.403163436776324e-05,0.0,0.0,0.0,0.0
contagious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,2.403163436776324e-05,0.0,0.0,0.0,0.0
acheived,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.9167835190362836e-05,0.0,0.0,0.0,0.0
intrinsically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,3.999094944472055e-05,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
exceed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467934863380577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deceases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,1.8757995118083967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
associating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,9.687377444914686e-06,0.0,1.3111275929022171e-05,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,0.0,0.0
aginst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,1.1293438378123595e-05,0.0,2.9222836801427503e-05,0.0,1.7560786601765285e-05,6.596231840014161e-06,0.0,0.0,0.0
contamination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,3.3926662890771436e-05,0.0,2.0387441889480194e-05,0.0,4.9099687272287785e-05,0.0,0.0
untested,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,3.999094944472055e-05,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
nonbirth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,1.5079407716725853e-05,0.0,0.0,0.0,0.0,0.0
weavers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467934863380577e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surviving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,9.026829798631203e-06,0.0,0.0,0.0
resolved,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,1.1418966342159458e-05,0.0,0.0,0.0,0.0,0.0,2.403163436776324e-05,0.0,0.0,0.0,0.0
meaningful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,3.1847182592665185e-05,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
